pets,0.909970624
cartype_0,0.918138472
active_1,0.934162286
news_1,0.946622441
owngame_1,0.950808371
callid_1,0.95157123
tollfree_1,0.95233464
confer_1,0.956926754
callwait_1,0.958846076
ownipod_1,0.959230362
carcatvalue_1,0.96038407
forward_1,0.961924332
multline_1,0.977062983
gender_1,1.007226108
employ,1.012240147
vote_1,1.036671981
cardmon,1.078561134
carvalue,1.098188443
longmon,1.149093154
income,1.151769694
carbought_0,1.175621839
homeown_1,1.303757653
ownpc_1,1.312749613
commutecar_1,1.454394994
cardspent,1.507190354
debtinc,1.588529831
callcard_1,1.588586848
carown_1,1.690569339
reason_9,2.067428742
lnlongmon,3.000338194
owndvd_1,3.251780139
ownvcr_1,3.293682017
owncd_1,3.725715016
hourstv,3.834287809
commutetime,4.402769323
owntv_1,7.604178418
