,card2spent,cardmon,cardspent,cardten,carvalue,commutetime,creddebt,debtinc,employ,equipten,hourstv,income,lnlongmon,lnothdebt,longmon,othdebt,pets,tollmon,tollten,wiremon,wireten,active_1,bfast_2,bfast_3,birthmonth_August,birthmonth_December,birthmonth_February,birthmonth_January,birthmonth_July,birthmonth_June,birthmonth_March,birthmonth_May,birthmonth_November,birthmonth_October,birthmonth_September,callcard_1,callid_1,callwait_1,carbought_0,carbought_1,carbuy_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,card_2,card_3,card_4,card_5,card2_2,card2_3,card2_4,card2_5,card2benefit_2,card2benefit_3,card2benefit_4,card2fee_1,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,card2type_2,card2type_3,card2type_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardfee_1,cardtype_2,cardtype_3,cardtype_4,carown_0,carown_1,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,cartype_0,cartype_1,churn_1,commutebike_1,commutebus_1,commutecar_1,commutecarpool_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,commutemotorcycle_1,commutenonmotor_1,commutepublic_1,commuterail_1,commutewalk_1,confer_1,default_1,ebill_1,edcat_2,edcat_3,edcat_4,edcat_5,empcat_2,empcat_3,empcat_4,empcat_5,forward_1,gender_1,homeown_1,hometype_2,hometype_3,hometype_4,inccat_2,inccat_3,inccat_4,inccat_5,internet_1,internet_2,internet_3,internet_4,jobcat_2,jobcat_3,jobcat_4,jobcat_5,jobcat_6,jobsat_2,jobsat_3,jobsat_4,jobsat_5,multline_1,news_1,owncd_1,owndvd_1,ownfax_1,owngame_1,ownipod_1,ownpc_1,ownpda_1,owntv_1,ownvcr_1,pager_1,pets_birds_1,pets_birds_2,pets_birds_3,pets_birds_4,pets_dogs_1,pets_dogs_2,pets_dogs_3,pets_dogs_4,pets_cats_1,pets_cats_2,pets_cats_3,pets_cats_4,pets_freshfish_1,pets_freshfish_2,pets_freshfish_3,pets_freshfish_4,pets_freshfish_5,pets_freshfish_6,pets_freshfish_7,pets_freshfish_8,pets_freshfish_9,pets_freshfish_10,pets_freshfish_11,pets_freshfish_12,pets_reptiles_1,pets_reptiles_2,pets_reptiles_3,pets_small_1,pets_small_2,pets_small_3,pets_small_4,polcontrib_1,polparty_1,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,reason_2,reason_3,reason_4,reason_9,region_2,region_3,region_4,region_5,reside_2,reside_3,reside_4,reside_5,reside_6,reside_7,response_01_1,response_02_1,response_03_1,retire_1,spousedcat_1,spousedcat_2,spousedcat_3,spousedcat_4,spousedcat_5,telecommute_1,tollfree_1,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,union_1,voice_1,vote_1,addresscat_2,addresscat_3,addresscat_4,addresscat_5,agecat_3,agecat_4,agecat_5,agecat_6,wireless_1,equip_1,In_creddebt,abs
pets_freshfish_1,0.009906221,-0.014026889,-0.005886403,-0.010578042,0.044519527,-0.000383554,0.004155942,-0.028098446,0.004351465,0.012924543,-0.00178023,0.031160276,0.001023246,-0.000878115,-0.00642063,0.011681937,-0.007009693,-0.00030018,0.000739213,0.010565288,0.014914541,0.007424809,-0.024145862,-0.009758367,0.007793867,-0.004483384,0.007184771,-0.00530135,-0.005044952,0.007084982,-0.005155264,0.017589988,-0.004521358,-0.004933988,-0.01854762,-0.001336707,-0.0005394,-0.000983512,-0.026896124,0.033525394,0.020480823,-0.014831477,-0.026128955,0.056637721,-0.009845306,-0.000643588,0.018835412,0.020669107,0.012346413,-0.005418467,-0.007199567,0.01121079,0.014940884,-0.010787961,-0.00313477,0.016009716,-0.003962745,-0.0103377,0.013551071,0.003261374,0.00638141,-0.018008387,0.011814683,-0.001478658,-0.002614619,0.005951011,0.015537909,0.006208785,-0.002168483,0.013579892,-0.025472764,0.026709008,-0.006632744,0.003944819,-0.014007261,0.015900536,0.030176403,-0.005929327,-0.019143895,0.023969504,0.005496113,-0.011468193,0.007682033,0.018082058,-0.020238614,-0.014625483,-0.002901815,-0.022896636,0.009571458,-0.008426613,0.000105493,0.016119066,0.010252507,-0.017836488,-0.014623258,0.000150901,0.000532107,0.034605898,-0.012565373,-0.022954219,0.010668175,0.007994372,-0.002532174,0.007321002,0.001156502,-0.001170434,0.003015352,-0.005003122,0.012907111,-0.018332975,0.000155559,-0.01510737,-0.007839089,0.018287394,0.034766715,0.012998042,-0.020429297,0.010236727,0.000117584,-0.018851868,-0.001125877,-0.012290509,0.005549952,-0.003383159,0.004200339,0.002592267,0.01319747,-0.000324729,-0.022701747,0.027292542,0.015677232,0.005733011,0.008611405,0.033909261,-0.001006879,-0.005399897,-0.003575154,0.007681158,0.017733618,0.006873972,0.010485525,-0.007817919,-0.005810729,-0.003701514,0.015188108,-0.01626939,0.036415018,-0.004974098,0.007631948,0.005046972,-0.0106198,0.036974816,1,-0.006598082,-0.009543028,-0.012590194,-0.013707426,-0.013428107,-0.012796525,-0.009692713,-0.008760339,-0.006103077,-0.004904033,-0.003510859,0.014096332,-0.005628335,0.052235096,0.02037282,-0.00758871,-0.005870315,-0.004222919,0.015700882,-0.01049567,-0.001229661,-0.002443758,0.007998114,-0.000324729,0.00122787,-0.007726996,-0.002085524,-0.006272218,-0.008554553,0.019486765,-0.003295991,0.013640335,-0.002474988,-0.004182579,-0.014999815,-0.009612774,-0.019920826,0.000306736,0.016361218,-0.004461246,-0.005228448,-0.01233521,-0.008426613,-0.024305271,0.009891833,-0.025282784,0.003143776,-0.01708304,-0.008554553,-0.019311032,-0.007465994,-0.01319549,0.02600117,-0.00833112,0.004329996,0.013710903,-0.008605334,-0.00554213,-0.017813324,-0.00121082,0.033811536,-0.023901697,-0.009295133,0.014752885,0.023661527,-0.022057769,0.011085489,0.008745065,4.58E-05,4.57521E-05
reason_2,0.133575037,-0.009090479,0.134437582,-0.012468009,0.019566637,-0.005457968,0.003157407,0.00608193,0.015974136,-0.010320046,-0.022755843,0.011473099,0.00343273,-0.001533631,0.000208624,0.011296885,0.003637432,0.003812528,0.002366214,0.006626201,0.00343233,-0.003148068,0.016162693,-0.016637957,-0.007359409,4.59E-05,-0.003852559,-0.012836993,-4.05E-06,-0.009969032,0.025334209,-0.00715869,0.023332698,0.015083519,-0.016691752,0.002131945,-0.011299083,0.002578225,0.027906334,-0.021507779,0.004341338,0.000553828,0.002007143,0.006928434,-0.015714533,-0.009984193,-0.061231885,-0.012021859,-0.025761825,-0.005041178,0.018274118,-0.004366046,-0.01565949,0.019673549,0.005933805,-0.007058174,0.005750544,-0.033197378,0.014340998,0.005920491,-0.0142647,0.025261392,0.001032213,-0.006392791,0.002962712,0.005970948,0.005391861,-0.005782432,-0.009580895,0.008377525,0.019166083,-0.007500131,0.00025157,-0.005033029,0.008964791,0.011839226,-0.009835487,-0.003624621,0.02226276,-0.014805007,-0.005186197,-0.021364407,-0.015606697,0.001395588,0.031936486,0.027006946,-0.007035045,-0.007386197,-0.006343741,-0.009913945,0.007471661,-0.011754601,0.012317918,0.011274049,-0.012807827,-0.010132213,0.011393318,0.01330379,0.015206771,-0.015932377,-3.72E-06,-0.033730822,0.012824629,0.017857437,0.013383269,-0.006247127,-0.013875168,0.009168636,-0.011966562,0.025412743,0.000918132,0.010218766,-0.004011232,0.002199947,0.014833166,-0.007647598,0.000125085,0.008471854,0.005784236,-0.020659224,0.016809565,-0.005423078,-0.018436792,-0.010730343,-0.009638652,-0.014596339,0.014067315,-0.005286869,-0.010452356,-0.008304205,-0.003873974,0.009314698,0.004955282,0.006440582,-0.000714693,-0.004157561,0.011634853,-0.001458504,0.004612047,0.006337552,-0.003630349,-0.005846783,-0.002602026,-0.01709073,0.0185442,0.014132606,-0.004907832,0.005261755,-0.017592044,-0.009307536,0.009727253,0.006725857,-0.002085524,-0.001935702,-0.019066683,-0.015647956,-0.006065151,0.003578431,-0.005807906,-0.020123591,0.002939538,0.018001129,0.034608638,0.023638226,0.01743233,0.007342571,-0.0037264,0.017407569,0.00231998,-0.011113678,0.013684564,0.017143528,-0.003758134,-0.007803023,0.005455613,-0.027578603,0.023791534,0.031542441,-0.011202236,1,-0.028960258,-0.039498318,-0.557559022,-0.006896352,-6.75E-06,0.005047967,-0.001241767,0.000938948,-0.018849951,0.001760745,-0.005211948,-0.026908802,-0.020598586,-0.021097677,0.011830214,-0.004670414,0.013375321,0.016851687,-0.016354029,-0.00362272,-0.016869412,-0.006208543,-0.019815533,-0.001956808,-0.002060852,0.003107835,0.012445032,-0.004121708,-0.011673564,-0.004703407,-0.026432157,-0.023448391,-0.005154925,0.001471528,0.019911475,-0.019826071,-0.007130257,0.014883936,0.008908674,0.006956668,0.000786846,-0.000350196,0.000350196
commutecat_2,0.011145307,-0.000569688,0.009329117,0.000236235,-0.036071435,-0.033621155,0.028342339,-0.003096176,0.016841076,0.007419713,-0.005778488,0.008443943,0.014154382,-0.009887713,0.004745327,0.008423682,-0.020394922,0.006546525,-0.002223019,0.011026929,0.007205998,-0.016113711,-6.80E-05,0.012930507,0.006358085,0.00476032,0.034769621,-0.002386802,0.001951837,0.006793206,-0.00781857,-0.019582525,-0.004826911,-0.006775245,0.002877807,0.016419204,0.004786375,0.016472912,-0.039830788,-0.033684517,0.015030709,-0.051889219,-0.017081217,-0.005417979,-0.008971352,0.002384943,-0.004395905,-0.012981465,0.010139406,-0.010730163,-0.000645193,-0.00118888,0.004463504,-0.032768442,0.007081543,0.010392708,-0.021326492,0.004255039,-0.001985952,0.018394585,0.000265703,0.030986644,0.000344768,-0.018972225,0.00552043,0.014211717,0.008677628,-0.008290231,0.001637673,-0.006529871,-0.028124442,-0.057212756,0.168989809,-0.039645574,-0.12746436,-0.081692571,-0.043884251,-0.025418947,-0.047592529,-0.023484041,-0.015018528,0.001540725,-0.099851664,-0.247818408,0.409856479,1,-0.123710538,-0.098157583,-0.044487746,-0.025922783,-0.022543333,-0.009081364,-0.036147953,-0.068456471,0.00847931,0.021868682,0.010977761,0.010149998,-0.021675755,0.009087842,0.006995889,-0.009235246,-0.006685299,0.011292091,0.010202485,0.017367795,-0.012837696,-0.024136546,0.017749861,0.011367017,0.003012794,-0.023037626,0.005676303,0.00416449,0.007472024,-0.001562853,0.002301515,0.012341317,0.003921591,0.002241864,0.016534129,0.002072523,0.021703121,-0.018706898,0.017142909,-0.014445285,0.016993863,0.009558078,0.011754054,-0.00410931,-0.003986921,0.013558983,0.016068617,-0.00181196,-0.009113896,0.007613955,-0.000624827,9.85E-05,0.021062419,0.000272881,0.002557933,0.005215789,0.000939207,-0.002420594,0.015762992,-0.020490546,0.000544646,0.0188341,-0.005375429,-0.003856471,-0.002122019,-0.01039045,-0.014625483,0.024983209,-0.008907575,-0.0086454,0.029005897,0.020178657,-0.022376242,-0.015273422,-0.020195464,-0.026163812,-0.021023528,-0.000878684,0.007244684,0.01143308,0.012126431,0.00957565,-0.019245913,0.008957378,0.005499529,0.009306694,0.01483092,0.008334774,0.007826308,-0.021844145,0.00512586,0.01873325,-0.007011592,0.027006946,0.045070719,-0.00707418,-0.03479382,0.011257251,0.008103375,0.008612587,-0.047468836,-0.0066235,0.017421008,-0.0076096,-0.007257209,0.007061593,-0.007947452,0.022503041,0.009367401,-0.014733495,0.013061042,0.011043147,-0.003611269,-0.011003145,-0.016527128,0.040284346,-0.031413804,-0.003912571,0.037887609,-0.029765038,-0.041809933,-0.04813701,-0.010908522,0.014065053,-0.014965688,-0.00336952,-0.017858842,0.007688413,0.015572198,0.009558078,-0.004143984,-0.020908071,0.028969595,0.005177059,-0.008123138,0.000956776,0.000956776
spousedcat_4,0.022803034,0.019695874,0.027662984,0.016805777,0.044305796,0.00222444,0.004448365,-0.027066575,-0.044629583,0.103170284,0.019305078,0.041511279,0.034980903,0.0111265,0.029815816,0.026529789,0.003680755,0.019148094,0.018078244,0.101539357,0.08939473,-0.0008988,0.013517796,0.047916413,0.03263196,0.012718573,-0.037381538,-0.005609108,-0.009557917,-0.021665716,0.003276921,0.011560201,0.009748795,-0.006244497,0.002340745,0.019457236,0.008578689,0.000407149,0.006619893,-0.006741196,0.01354838,-0.044636682,0.008806959,0.049797166,-0.015893415,-0.03225934,0.040340797,-0.038019243,-0.034716111,-0.005075578,0.017845817,-0.044476841,0.000310067,0.002824639,0.03395328,-0.018567462,-0.030032379,0.008535348,0.014704896,0.029704275,-0.024644858,0.006756216,0.008527965,0.018949596,-0.017701884,-0.002571465,-0.010943688,-0.001358953,0.005045088,0.011476007,-0.024231759,0.020539815,-0.0003156,-0.008951418,-0.005879559,0.005279661,0.018592526,0.022024559,-0.030122331,0.030452823,0.051620976,-0.001398437,0.00912395,0.013473827,-0.00348594,-0.016527128,0.012518713,0.005503526,0.008376924,-0.023055626,-0.015858179,-0.004011701,-0.011962576,-0.00033154,0.012881298,-0.002234503,0.097596562,-0.114385412,0.02294791,0.147228349,0.139221756,0.014013446,0.008870563,0.000616641,-0.037990194,0.020271041,0.006802184,0.035259005,-0.03047826,0.012378168,0.012902032,-0.021045598,0.041490818,0.023794544,0.018791994,0.016435849,0.012038519,0.043184818,0.089843894,0.002795443,0.020595069,-0.032071084,-0.001598777,-0.013391386,0.010563342,-0.026108822,-0.000112165,-0.00459015,0.109254654,0.023486004,0.013273294,0.037099803,0.076622961,0.115843107,0.074586155,0.09189902,0.077438534,0.009750489,0.032721221,0.084774064,-0.014856654,0.006015665,-0.021560739,-0.006774118,-0.001556143,0.001814959,-0.001078341,0.018992821,-0.003314644,-0.006362189,-0.015217517,-0.024200383,-0.01708304,0.000236923,-0.005802887,0.00542876,0.024806879,-0.002647573,-0.003711392,-0.007166767,-0.003380536,0.019712726,0.002154674,0.007208522,-0.004889592,0.002917198,0.018131179,-0.018847587,0.008480171,0.00790821,0.02013827,0.000122644,-0.01569758,-0.000207682,0.01771083,0.019404055,0.005100253,-0.038520611,-0.004435089,-0.016869412,0.010547359,0.003758595,-0.002457321,-0.004473452,0.01846965,0.01481445,-0.009054216,0.13270876,0.034351672,0.063038745,0.112487597,0.011716171,0.006987528,-0.034699628,0.032819108,0.01608639,-0.017065422,-0.108615656,-0.12659951,-0.098247592,1,-0.04283556,-0.015336072,0.01874894,0.006232927,-0.018245626,0.020620176,-0.016839138,0.015389923,0.104377221,0.016204911,0.01409374,0.027274936,0.014595992,-0.009102967,0.02641914,0.016766852,0.010154653,-0.022021352,0.085549387,0.087273029,0.000977585,0.000977585
birthmonth_February,-0.003944784,0.004258145,-0.012788651,0.006609516,0.002806824,-0.031610615,-0.008404222,-0.001493784,0.024680092,0.029525401,0.002975907,0.009556171,0.010976765,0.013294936,0.016733708,0.007184282,0.014541435,0.02984342,0.032358181,0.021198389,0.02855854,0.007549621,-0.004684783,0.004850785,-0.089790031,-0.088823693,1,-0.091464487,-0.090629849,-0.091464487,-0.090988176,-0.095102274,-0.088944875,-0.09027057,-0.095911299,0.017034479,-0.006704521,0.006911047,-0.013943615,0.014049236,0.007675749,0.006426936,-0.009836639,0.001987349,0.011274234,0.007918041,-0.028291846,0.001250362,0.00368318,0.002095622,0.001054409,0.020406881,0.002260965,-0.025639732,0.007954734,-0.011576886,-0.020069619,2.23E-06,0.019047559,0.010749085,0.006289739,-0.01013565,-0.010277931,0.010212108,0.004134995,0.004171802,0.003065413,0.007113222,0.024842437,-0.018866576,-0.017346408,0.013761757,0.007717624,-0.026836988,-0.004308195,0.033788934,0.002310069,-0.009086992,0.00697192,-0.007647551,0.000269859,0.011904992,0.032800247,-0.0167496,0.018495516,0.034769621,0.009076577,-0.014200157,0.005073063,-0.009255711,0.007977066,0.000302051,-0.006124331,0.008278486,0.011855969,-0.016883999,-0.007149242,0.001555828,-0.006162457,-0.008481302,-0.010126037,-0.007909477,0.005623798,0.012886955,0.012271439,-0.012858263,0.01516758,0.010215487,-0.01627425,0.011482266,-0.013356436,0.038808755,-0.025408736,0.010012417,-0.000277879,0.012572401,-0.005940341,-0.004437541,-0.004284833,0.007535363,0.006945549,-0.031281326,0.01313548,-0.003181625,-0.01641631,0.014539103,0.010886603,0.004424316,0.017127958,-0.010922706,-0.002627469,0.008011897,-0.007049557,-0.01369782,0.009682825,-0.000765086,-0.005441669,-0.00499713,0.011123022,0.018811578,-0.017447896,-0.012951096,0.006628054,0.038098508,-0.012743747,-0.025426965,0.005825732,-0.017175002,-0.000303206,0.020672908,0.023089629,0.027763142,0.007184771,-0.008206548,-0.008481937,-0.008977574,-0.002662519,0.013290868,0.006413812,0.021465445,-0.015743827,-0.010586953,0.009308184,0.005974435,0.011955061,0.01630511,0.02832204,-0.020529462,-0.005309312,-0.001307192,-0.011790572,-0.00280006,0.009780737,0.02169757,0.001938703,-0.010444632,-0.02576034,0.012593439,0.026734293,-0.003852559,-0.018821236,0.00615821,0.017056449,-0.016618002,0.003878052,-0.008707345,-0.005110348,0.006917265,-0.002645097,-0.003679111,-0.003339569,-0.02218057,-0.013553935,0.026250003,0.005898726,-0.002111754,-0.005493741,0.016247605,0.00206058,-0.005709616,-0.037381538,0.021276567,-0.006628197,0.021991395,-0.011739527,0.000327772,-0.003154461,-0.019629126,-0.010491623,0.014695095,-0.003649936,0.011453136,-0.023674181,-0.000379712,0.027884837,0.000651234,0.006458169,0.006943285,0.006550043,0.009195046,0.014552217,0.001103924,0.001103924
telecommute_1,-0.002519743,0.017966438,-0.010383136,0.01894505,-0.009157954,-0.003105498,-0.000825624,0.007867849,0.015220762,-0.013070613,0.000899626,-0.002209408,0.014580276,-0.003747995,0.016952624,0.005219163,0.001642494,0.015544725,0.013299866,0.013479782,0.013171993,0.006115835,0.017637797,-0.008987447,-0.004362822,0.007897483,-0.006628197,0.007455333,-0.027230987,-0.020225359,0.014441857,0.007526363,0.011311294,0.012910733,-0.01260636,0.01109515,0.015695308,0.026375153,-0.018034853,0.005291849,-0.002493934,-0.005135336,-0.019060467,0.011852007,-0.005248221,0.012465049,-0.000775907,0.007627801,-0.006519565,-0.013948765,0.007918472,-0.007795805,0.001660886,0.002613941,-0.009667935,0.045971981,-0.001997618,-0.008414271,-0.01266095,0.018387882,0.025898931,-0.022792014,-0.003452125,-0.000508563,-0.004125641,-0.013003645,-0.001843162,-0.00984504,0.011426686,-0.008111673,0.002497818,-0.016765538,0.020421903,0.020698419,-0.034080135,-0.012894997,-0.027130355,-0.018278968,0.019567856,-0.032570212,-0.011781114,-0.017113919,-0.000667109,-0.051817848,-0.010921461,-0.031413804,-0.026331488,-0.037975184,0.36923962,-0.012557775,-0.015053263,0.004049549,-0.009317597,-0.003970374,0.018117827,-0.009848565,-0.002883155,0.001549312,-0.010327523,-0.002300085,0.006881278,0.00139839,0.003907297,-0.020707751,0.016643608,0.003315421,-0.006535927,-0.018893411,0.004402188,-0.019283822,0.015943324,-0.014760501,-0.014700899,0.014916531,-0.006136312,0.000690602,0.007457217,0.01352858,-0.009523596,-0.0003489,-0.024166834,0.005446567,-0.001742262,0.006918667,0.0305834,-0.006184316,-0.007643046,0.005500857,-0.005218544,-0.00640205,-0.018057317,-0.005072328,-0.002767927,-0.001344897,-0.000459047,0.003364137,0.003908617,0.011800166,-0.014112516,-0.010713427,-0.006341795,0.005668053,-0.001101627,-0.006163494,-0.025310729,0.01053524,-0.00337261,-0.004649831,0.001947414,-0.008907242,-0.006049559,-0.002441666,-0.019311032,-0.013051812,0.037184739,0.023021947,0.009048841,0.011280562,0.026807444,-0.010117367,-0.019821687,-0.015610087,-0.003561045,-0.003281982,-0.015198952,-0.003474251,0.01188054,-0.002742793,0.005592929,-0.017491795,-0.027671312,0.001085988,-0.020566887,-0.018791294,0.010756052,0.022799385,-0.003854342,-0.006130627,-0.032158219,-0.019815533,-0.017917856,0.008068271,0.006821931,-0.0090518,0.005670444,0.010880579,-0.029238769,0.014844368,-0.015968066,0.011815333,-0.028878307,0.001425656,0.00369405,-0.006628197,-0.018295383,-0.012557775,0.036447918,-0.006160957,-0.006082756,0.021509341,-0.015336072,0.00449824,1,0.016334284,0.003742716,-0.012640754,0.009350526,-0.02293707,-0.003040648,0.011339219,-0.024504499,-0.008257601,0.006496099,-0.013586403,0.005442605,-0.002517885,-0.011597304,-0.028398573,0.038987728,0.023471183,-0.006860016,0.001111146,0.001111146
pets_freshfish_2,-0.032167241,0.004298352,-0.023997155,0.003560052,0.007184905,-0.013369359,0.010021013,0.002502531,0.007116725,0.005744171,-0.002969057,0.001090804,0.020343554,0.002675847,0.01067624,-0.005021423,0.006903078,0.016890629,0.018837363,-0.00248446,0.000350848,-0.019259157,0.009930475,-0.020833635,-0.007323491,-0.006722546,-0.008206548,0.004576611,-0.014354926,0.004576611,-0.001568542,-0.010531805,-0.000181303,0.031591958,0.007640722,-0.000479647,0.003814618,0.010132636,0.001625489,-0.00839685,-0.00650716,-0.015172467,0.000147582,0.01178532,0.021913951,0.007893027,-0.024001714,0.001652147,-0.013865004,0.010265905,0.011208628,0.018768779,-0.034780246,-0.000835227,0.035599826,-0.026631885,-0.008187686,-0.008081004,-0.002876742,0.017581315,-0.014805537,-0.007597722,0.013754875,-0.010449695,0.003899304,0.005176158,0.000194789,0.005659387,-0.011730961,-0.007747827,-0.000329821,-0.006835191,0.003874478,0.010565381,-0.011465848,-0.012530493,-0.009252456,0.006377918,0.004260774,-0.010545555,-0.012170871,0.006682815,0.005192082,-0.022187743,-0.00855815,0.024983209,0.011917355,-0.012620459,-0.009659181,0.003168533,0.025392253,-0.006165993,0.055040963,0.014086931,0.013949279,0.00950694,-0.014907442,0.004854195,0.013885275,-0.017246466,-0.003218565,0.000557403,-0.01904533,-0.002261638,0.011553096,0.013358417,-0.00260648,0.016096796,-0.025227908,-0.010704592,0.025529644,-0.009873732,-0.002741754,0.009650403,-0.005645741,-0.008686927,-0.010742129,-0.008480947,0.020244723,-0.010174447,-0.015298561,-0.023770021,-0.004347089,0.017339448,-0.017686279,-0.002918838,-0.012484403,0.003502658,-0.009933434,0.022361674,0.008834737,-0.00355355,-0.00591663,-0.014048298,-0.007859032,-0.014382036,-0.007440789,0.000984816,0.002046008,0.002728538,0.012711177,0.025789036,-0.011238033,-0.00715878,-0.000367716,0.010155446,0.006236666,-0.009619978,-0.021397311,-0.005157689,-0.010350926,-0.009347055,-0.006598082,1,-0.018456354,-0.024349617,-0.026510359,-0.025970152,-0.024748663,-0.018745847,-0.016942622,-0.011803438,-0.009484471,-0.006790052,0.006770332,0.026676074,-0.006976816,0.000248873,0.013391167,0.006667796,-0.008167187,0.012543375,-0.0185616,-0.015472135,-0.001608223,0.019457963,0.012865552,-0.026924011,-0.01494412,-0.001935702,-0.01213056,0.020971536,-0.023124248,0.029026156,-0.007333503,0.003762285,0.009142158,0.002031246,-0.01118684,-0.003313597,0.002856783,-0.003184256,0.014984676,-0.014684721,-0.000946466,-0.020468417,-0.001510476,0.002002074,0.005206776,-0.002305959,0.000236923,-0.00403924,-0.013051812,0.01090484,-0.000902213,0.00266065,0.010476064,-0.002259725,0.012384814,0.007456262,0.004901855,-0.009445618,0.006742205,-0.005777505,0.010296854,-0.001178788,0.019205415,-0.012852935,0.002376488,0.004309825,-0.005562567,0.001172348,0.001172348
jobcat_4,0.004281364,0.029672122,-0.02060296,0.029496203,0.02314333,0.000974196,0.003573768,-0.015743548,0.116862377,-0.009764843,-0.013154531,0.024524746,0.036586197,0.000548725,0.031507108,0.012243069,-0.004570605,-0.003574953,-0.004643921,-0.011666788,-0.01746012,0.022300753,-0.020248402,0.001025107,-0.011680634,0.011458622,-0.031281326,0.018578143,-0.023477219,0.036469267,-0.005888111,0.003040713,-0.025337741,0.005846125,0.0226437,0.042194327,-0.017376029,0.008845523,0.012062086,-0.010475401,-0.013498862,-0.007385882,-0.003926794,0.017310918,-0.002002245,0.002602919,0.006748747,-0.01180543,0.001894876,0.022890491,-0.012720316,0.001456795,0.001021673,0.01015876,-0.015559071,0.013520697,-0.025146663,0.011313795,-0.025500845,0.029511008,-0.01464668,0.0061848,-0.015598294,0.001856104,0.002237728,-0.00229221,0.004460826,0.019258829,-0.000679065,-0.005541617,0.016584293,-0.011437839,0.015608856,-0.015168012,0.000296954,-0.001327603,0.003983412,0.008274045,-0.003922551,0.006077257,-0.019808914,-0.006520956,-0.030462788,-0.006267511,-0.023697082,0.002072523,0.008511873,-0.018222865,0.008718149,-0.002457219,0.002620875,0.005997908,-0.002702488,-0.006869168,0.003306428,-0.043711129,0.008533205,0.003336226,0.004103504,-0.01696675,0.007702366,-0.051499883,-0.007644649,0.001849614,0.108702083,-0.005735734,0.006425577,-0.011253488,0.017958071,-0.010327228,-0.018392627,-0.010741727,0.001132563,-0.007555508,0.025043346,0.000500512,0.012395833,0.011148671,-0.002482777,-0.147008736,-0.079167996,1,-0.066336087,-0.084051545,-0.023832582,0.0023983,0.026940444,0.026268653,0.020768272,0.029441365,0.0089056,0.015250427,0.015786205,0.020556947,-0.003159857,0.018215328,-0.00894605,0.012315673,0.010328786,-0.006111821,0.017177619,0.002029008,-0.010857706,-0.013334944,0.01829681,-0.00869343,-0.006308436,0.005559933,-0.000345884,-0.012433697,0.023776227,-0.005333487,-0.012290509,-0.023770021,-0.009430629,-0.001989139,0.004166029,0.01526216,-0.012864939,0.008102774,-0.004493061,-0.002780991,-0.005762046,0.020496814,0.014405704,-0.0098804,-0.012995991,0.005549001,-0.004033393,-0.001197068,-0.015213343,-0.02222405,-0.024228537,-0.022285151,-0.005697012,0.040714468,-0.020376812,-0.012574555,0.040869951,-0.005423078,-0.022596074,-0.003128905,0.003026403,-0.00792557,-0.003785327,-0.020007566,0.008488944,-0.026596619,0.011386654,-0.016537411,-0.000899746,0.019966189,-0.003001069,0.004578595,0.010284585,-0.012270394,0.013176508,0.010053307,0.020546304,-0.021362512,-0.032071084,-0.010051263,0.005446567,0.002330916,0.006254454,-0.024358172,0.004380479,0.003335655,-0.050021819,-0.004829355,-0.001620902,0.033949698,0.000530458,-0.007794425,-0.018962069,0.00812875,0.016600385,-0.003882038,-0.020059993,-0.015639613,-0.004710879,-0.00118102,0.00118102
